,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
4266,Fitzroy North,5/35 Jamieson St,3,t,1015000,S,Collins,8/10/2016,3.5,3068,3,2,1,112,145,2000,Moreland City Council,-37.7912,144.9825,Northern Metropolitan,6244
4267,Fitzroy North,780 Brunswick St,3,h,1371000,S,Nelson,10/9/2016,3.5,3068,2,1,1,197,128,1900,Moreland City Council,-37.7835,144.9816,Northern Metropolitan,6244
4268,Fitzroy North,1/180 Queens Pde,2,t,1054000,S,Chambers,10/9/2016,3.5,3068,2,2,1,0,,,Moreland City Council,-37.7903,144.9859,Northern Metropolitan,6244
4269,Fitzroy North,24 Apperley St,2,h,1055000,S,Harrington,10/12/2016,3.5,3068,2,1,0,122,,,Moreland City Council,-37.7818,144.9863,Northern Metropolitan,6244
4270,Fitzroy North,605/4 Bik La,2,u,720000,S,Woodards,10/12/2016,3.5,3068,2,2,1,4296,,2011,Moreland City Council,-37.7846,144.9785,Northern Metropolitan,6244
4271,Fitzroy North,201A Clauscen St,3,h,1286000,S,Holland,10/12/2016,3.5,3068,3,1,0,275,116,1915,Moreland City Council,-37.7779,144.9862,Northern Metropolitan,6244
4272,Fitzroy North,11 Freeman St,3,h,1655000,S,Nelson,10/12/2016,3.5,3068,3,1,0,176,,1900,Moreland City Council,-37.7892,144.9773,Northern Metropolitan,6244
4273,Fitzroy North,373 Rae St,3,h,1181000,S,Nelson,10/12/2016,3.5,3068,2,1,1,148,,,Moreland City Council,-37.7835,144.9799,Northern Metropolitan,6244
4274,Fitzroy North,26 Scotchmer St,3,t,1600000,VB,Jellis,10/12/2016,3.5,3068,3,3,1,188,129,2000,Moreland City Council,-37.7829,144.9788,Northern Metropolitan,6244
4276,Fitzroy North,13 Alister St,5,h,2875000,S,Nelson,11/3/2017,3.5,3068,5,2,3,818,,,Moreland City Council,-37.7749,144.9864,Northern Metropolitan,6244
4277,Fitzroy North,28 Percy St,2,h,990000,S,Nelson,12/6/2016,3.5,3068,2,1,0,145,,,Moreland City Council,-37.791,144.9779,Northern Metropolitan,6244
4278,Fitzroy North,16/81 Alfred Cr,2,u,650000,S,Nelson,12/11/2016,3.5,3068,,,,,,,Moreland City Council,,,Northern Metropolitan,6244
4280,Fitzroy North,74 Barkly St,4,h,1950000,S,Nelson,14/05/2016,3.5,3068,4,2,2,233,216,1890,Moreland City Council,-37.7786,144.9818,Northern Metropolitan,6244
4281,Fitzroy North,79 Delbridge St,4,h,3400000,S,Nelson,14/05/2016,3.5,3068,3,2,1,445,175,1890,Moreland City Council,-37.786,144.9864,Northern Metropolitan,6244
4282,Fitzroy North,70 Park St,4,h,1785000,S,Nelson,14/05/2016,3.5,3068,4,2,1,188,165,1900,Moreland City Council,-37.7815,144.9869,Northern Metropolitan,6244
4284,Fitzroy North,10 Delbridge St,2,h,1315000,S,Jellis,15/10/2016,3.5,3068,2,1,0,143,,,Moreland City Council,-37.7887,144.9888,Northern Metropolitan,6244
4287,Fitzroy North,2 Scotchmer St,2,h,1210000,S,Nelson,15/10/2016,3.5,3068,2,1,1,223,118,1885,Moreland City Council,-37.7829,144.9782,Northern Metropolitan,6244
4288,Fitzroy North,111 Best St,3,h,1275000,SP,Nelson,16/04/2016,3.5,3068,3,2,1,104,110,1890,Moreland City Council,-37.7813,144.9834,Northern Metropolitan,6244
4290,Fitzroy North,282 Glenlyon Rd,3,h,1141000,S,Nelson,16/04/2016,3.5,3068,2,1,1,378,,,Moreland City Council,-37.7739,144.9819,Northern Metropolitan,6244
4292,Fitzroy North,24 Batman St,2,h,1255000,S,Harrington,18/03/2017,3.5,3068,2,1,0,148,,,Moreland City Council,-37.7841,144.9793,Northern Metropolitan,6244
4293,Fitzroy North,83 Best St,3,h,1700000,VB,Nelson,18/03/2017,3.5,3068,3,2,1,240,,,Moreland City Council,-37.782,144.9834,Northern Metropolitan,6244
4294,Fitzroy North,35 Birkenhead St,2,h,1290000,S,Chambers,18/03/2017,3.5,3068,2,1,0,136,92,1890,Moreland City Council,-37.7819,144.9824,Northern Metropolitan,6244
4295,Fitzroy North,8/3 Miller St,2,t,750000,S,Woodards,18/03/2017,3.5,3068,2,2,2,0,95,2002,Moreland City Council,-37.7761,144.9792,Northern Metropolitan,6244
4296,Fitzroy North,9/222 Queens Pde,3,u,674000,S,Chambers,18/03/2017,3.5,3068,3,1,1,0,,,Moreland City Council,-37.7899,144.9869,Northern Metropolitan,6244
4297,Fitzroy North,23/86 Queens Pde,2,u,675000,SP,Nelson,18/03/2017,3.5,3068,2,1,2,0,92,2010,Moreland City Council,-37.7918,144.9824,Northern Metropolitan,6244
4298,Fitzroy North,44 Reid St,4,t,1700000,VB,Jellis,18/03/2017,3.5,3068,4,3,2,127,209,2008,Moreland City Council,-37.7855,144.9789,Northern Metropolitan,6244
4299,Fitzroy North,1/81 Alfred Cr,1,u,435000,S,Nelson,18/06/2016,3.5,3068,,,,,,,Moreland City Council,,,Northern Metropolitan,6244
4300,Fitzroy North,30 Eastham St,2,h,875000,S,Jellis,18/06/2016,3.5,3068,2,1,0,106,,,Moreland City Council,-37.7823,144.9864,Northern Metropolitan,6244
4301,Fitzroy North,3 Curtain Pl,3,t,1080000,S,Jellis,19/11/2016,3.5,3068,3,2,1,77,133,2016,Moreland City Council,-37.7923,144.9776,Northern Metropolitan,6244
4302,Fitzroy North,14 Falconer St,3,h,1851000,S,Nelson,19/11/2016,3.5,3068,3,1,1,225,,,Moreland City Council,-37.7852,144.9868,Northern Metropolitan,6244
4304,Fitzroy North,273 Glenlyon Rd,2,h,1222500,S,Chambers,19/11/2016,3.5,3068,2,1,2,487,105,1940,Moreland City Council,-37.7737,144.9822,Northern Metropolitan,6244
4305,Fitzroy North,8/54 Kneen St,1,u,330000,VB,Jellis,19/11/2016,3.5,3068,1,1,1,0,,1970,Moreland City Council,-37.782,144.9896,Northern Metropolitan,6244
4306,Fitzroy North,13 Seacombe St,2,h,1232000,S,Jellis,19/11/2016,3.5,3068,2,1,0,0,,,Moreland City Council,-37.7848,144.9806,Northern Metropolitan,6244
4307,Fitzroy North,21 Reid St,1,h,899000,S,Jellis,22/05/2016,3.5,3068,2,1,0,153,,,Moreland City Council,-37.7851,144.9784,Northern Metropolitan,6244
4308,Fitzroy North,179 Barkly St,3,h,2300000,S,Nelson,23/04/2016,3.5,3068,4,1,2,475,,,Moreland City Council,-37.7786,144.9846,Northern Metropolitan,6244
4309,Fitzroy North,181 Rae St,2,h,937500,S,Jellis,23/04/2016,3.5,3068,2,1,0,100,72,1890,Moreland City Council,-37.788,144.9791,Northern Metropolitan,6244
4310,Fitzroy North,86 Clauscen St,3,h,1710000,S,Collins,24/09/2016,3.5,3068,3,2,0,357,,1880,Moreland City Council,-37.7778,144.9824,Northern Metropolitan,6244
4312,Fitzroy North,264 Barkly St,3,h,1600000,S,Collins,25/02/2017,3.5,3068,3,1,0,370,,,Moreland City Council,-37.7794,144.9892,Northern Metropolitan,6244
4313,Fitzroy North,191 Scotchmer St,3,h,1300000,VB,Nelson,26/07/2016,3.5,3068,3,1,1,203,110,1890,Moreland City Council,-37.7834,144.9862,Northern Metropolitan,6244
4314,Fitzroy North,49 Best St,4,h,2300000,S,Nelson,27/11/2016,3.5,3068,4,2,1,197,,,Moreland City Council,-37.7828,144.9832,Northern Metropolitan,6244
4315,Fitzroy North,123/4 Bik La,2,u,490000,VB,Nelson,27/11/2016,3.5,3068,2,1,1,4296,,2012,Moreland City Council,-37.7846,144.9785,Northern Metropolitan,6244
4316,Fitzroy North,717 Brunswick St,3,h,1300000,S,Collins,27/11/2016,3.5,3068,3,2,0,127,135,1890,Moreland City Council,-37.7851,144.9809,Northern Metropolitan,6244
4317,Fitzroy North,14 King St,3,h,1300000,S,hockingstuart,27/11/2016,3.5,3068,3,1,0,309,,,Moreland City Council,-37.776,144.9832,Northern Metropolitan,6244
4318,Fitzroy North,205 Scotchmer St,3,h,2150000,S,Nelson,27/11/2016,3.5,3068,3,2,0,202,307,1898,Moreland City Council,-37.7835,144.9867,Northern Metropolitan,6244
4319,Fitzroy North,8/86 Queens Pde,3,t,775000,S,Woodards,28/05/2016,3.5,3068,3,2,2,0,,,Moreland City Council,-37.7918,144.9824,Northern Metropolitan,6244
4320,Fitzroy North,32 Rae St,3,h,1192500,S,Nelson,28/05/2016,3.5,3068,,,,,,,Moreland City Council,-37.7922,144.9787,Northern Metropolitan,6244
4321,Fitzroy North,168 Scotchmer St,3,h,1581000,S,Jellis,28/05/2016,3.5,3068,3,1,0,193,132,1910,Moreland City Council,-37.7836,144.985,Northern Metropolitan,6244
4322,Fitzroy North,12/262 Barkly St,2,u,602000,S,Nelson,28/08/2016,3.5,3068,2,1,1,0,48,1980,Moreland City Council,-37.7794,144.989,Northern Metropolitan,6244
4323,Fitzroy North,5/118 Miller St,2,h,650000,PI,Nelson,28/08/2016,3.5,3068,2,1,1,0,75,1980,Moreland City Council,-37.777,144.9838,Northern Metropolitan,6244
4325,Fitzroy North,421 Rae St,2,h,1283000,S,Nelson,28/08/2016,3.5,3068,2,1,2,204,,,Moreland City Council,-37.7824,144.9801,Northern Metropolitan,6244
4326,Fitzroy North,55 Seacombe St,3,h,1450000,S,Nelson,28/08/2016,3.5,3068,3,2,1,118,103,1905,Moreland City Council,-37.7839,144.9807,Northern Metropolitan,6244
4327,Fitzroy North,29 Tait St,2,h,1325000,S,Collins,28/08/2016,3.5,3068,2,1,0,160,,,Moreland City Council,-37.783,144.9866,Northern Metropolitan,6244
4330,Flemington,96 Bryant St,2,h,865500,S,Nelson,3/9/2016,4.4,3031,2,1,1,168,,,Melbourne City Council,-37.7835,144.9339,Northern Metropolitan,3593
4332,Flemington,3/39 Dover St,2,u,365000,PI,Rendina,3/12/2016,4.4,3031,2,1,1,0,60,1970,Melbourne City Council,-37.7833,144.9255,Northern Metropolitan,3593
4333,Flemington,25/2 Newmarket Wy,2,t,553000,S,Jellis,3/12/2016,4.4,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,3593
4334,Flemington,15/17 Ascot Vale Rd,1,u,380000,SP,Biggin,4/3/2017,4.4,3031,1,1,1,2077,,,Melbourne City Council,-37.7852,144.9216,Northern Metropolitan,3593
4335,Flemington,8/39 Dover St,2,u,425000,SP,Hodges,4/3/2017,4.4,3031,2,1,1,0,63,1970,Melbourne City Council,-37.7833,144.9255,Northern Metropolitan,3593
4336,Flemington,1/142 Shields St,1,u,280000,VB,Nelson,4/3/2017,4.4,3031,1,1,1,0,,1970,Melbourne City Council,-37.7839,144.9347,Northern Metropolitan,3593
4338,Flemington,11/2 Newmarket Wy,2,u,370000,S,Brad,7/11/2016,4.4,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,3593
4339,Flemington,10 Crown St,3,h,870000,S,Brad,8/10/2016,4.4,3031,3,2,0,167,,,Melbourne City Council,-37.7869,144.9228,Northern Metropolitan,3593
4340,Flemington,1/15 Dartford St,2,u,391000,S,Nelson,8/10/2016,4.4,3031,2,1,1,0,59,1970,Melbourne City Council,-37.7825,144.9239,Northern Metropolitan,3593
4341,Flemington,1/116 Edinburgh St,2,h,715000,SP,Nelson,8/10/2016,4.4,3031,2,1,1,0,,1980,Melbourne City Council,-37.7852,144.9223,Northern Metropolitan,3593
4342,Flemington,11 Finsbury St,3,h,1130000,S,Nelson,8/10/2016,4.4,3031,3,1,0,294,140,1900,Melbourne City Council,-37.7856,144.9292,Northern Metropolitan,3593
4343,Flemington,43 Finsbury St,3,h,1110000,PI,Nelson,8/10/2016,4.4,3031,3,1,1,272,131,1885,Melbourne City Council,-37.7857,144.931,Northern Metropolitan,3593
4344,Flemington,40 Coronet St,2,h,950000,SP,Nelson,10/9/2016,4.4,3031,2,1,1,193,,,Melbourne City Council,-37.7861,144.9238,Northern Metropolitan,3593
4345,Flemington,107 Shields St,2,h,918000,S,Nelson,10/9/2016,4.4,3031,2,1,0,136,78,1900,Melbourne City Council,-37.7839,144.9343,Northern Metropolitan,3593
4346,Flemington,59 Victoria St,2,h,730000,SP,Nelson,10/9/2016,4.4,3031,2,1,1,140,98,1890,Melbourne City Council,-37.7867,144.9342,Northern Metropolitan,3593
4347,Flemington,6/47 Railway Pl W,2,u,360000,PI,Nelson,10/12/2016,4.4,3031,2,1,1,0,,,Melbourne City Council,-37.7826,144.9273,Northern Metropolitan,3593
4348,Flemington,21 Wisewould St,2,h,855000,SP,Nelson,10/12/2016,4.4,3031,2,1,0,225,85,1930,Melbourne City Council,-37.7849,144.9197,Northern Metropolitan,3593
4350,Flemington,1/146 Ascot Vale Rd,2,t,650000,SP,hockingstuart,12/11/2016,4.4,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,3593
4351,Flemington,4 Illawarra Rd,2,h,860000,S,Nelson,12/11/2016,4.4,3031,2,1,0,202,,,Melbourne City Council,-37.7849,144.9257,Northern Metropolitan,3593
4353,Flemington,58/2 Newmarket Wy,1,u,350000,PI,Nelson,12/11/2016,4.4,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,3593
4354,Flemington,61 Canterbury St,3,h,1012000,S,Australian,13/08/2016,4.4,3031,3,1,1,212,102,1930,Melbourne City Council,-37.7818,144.9247,Northern Metropolitan,3593
4355,Flemington,15 Clarence St,3,h,885000,S,Nelson,13/08/2016,4.4,3031,3,1,0,162,,,Melbourne City Council,-37.7869,144.9253,Northern Metropolitan,3593
4356,Flemington,90 Edinburgh St,3,h,1315000,S,Nelson,13/08/2016,4.4,3031,2,1,1,313,20,,Melbourne City Council,-37.7853,144.9235,Northern Metropolitan,3593
4357,Flemington,111 Wellington St,4,h,1700000,SP,Nelson,14/05/2016,4.4,3031,4,1,1,616,,,Melbourne City Council,-37.7837,144.9319,Northern Metropolitan,3593
4358,Flemington,1/4 Chatham St,3,h,1205000,S,Rendina,15/10/2016,4.4,3031,3,2,2,0,,,Melbourne City Council,-37.7826,144.9261,Northern Metropolitan,3593
4359,Flemington,3/39 Dover St,2,u,395000,PI,Rendina,15/10/2016,4.4,3031,2,1,1,0,60,1970,Melbourne City Council,-37.7833,144.9255,Northern Metropolitan,3593
4360,Flemington,3/121 Wellington St,2,u,476000,S,Alexkarbon,15/10/2016,4.4,3031,2,1,1,0,,,Melbourne City Council,-37.783,144.932,Northern Metropolitan,3593
4361,Flemington,7/30 Bryant St,1,h,250000,VB,Nelson,16/04/2016,4.4,3031,1,1,1,0,,,Melbourne City Council,-37.7854,144.9326,Northern Metropolitan,3593
4362,Flemington,250 Pinoak Cr,3,h,815000,S,Nelson,16/04/2016,4.4,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,3593
4363,Flemington,12/132 Princes St,2,u,556000,S,Woodards,16/07/2016,4.4,3031,2,2,1,0,79,2009,Melbourne City Council,-37.784,144.9356,Northern Metropolitan,3593
4364,Flemington,12 John St,2,h,845000,S,Nelson,18/03/2017,4.4,3031,2,1,1,0,,1910,Melbourne City Council,-37.7838,144.9273,Northern Metropolitan,3593
4365,Flemington,5/60 Farnham St,1,u,345000,SP,Nelson,18/06/2016,4.4,3031,1,1,1,0,46,1970,Melbourne City Council,-37.7826,144.9311,Northern Metropolitan,3593
4366,Flemington,29 Finsbury St,3,h,1100000,VB,Nelson,18/06/2016,4.4,3031,3,2,0,179,150,1900,Melbourne City Council,-37.7857,144.9305,Northern Metropolitan,3593
4367,Flemington,114 Shields St,2,h,957000,SP,Nelson,22/05/2016,4.4,3031,2,1,0,165,,,Melbourne City Council,-37.7847,144.9341,Northern Metropolitan,3593
4368,Flemington,20 Glance St,3,h,991000,S,Rendina,23/04/2016,4.4,3031,3,1,4,402,,1915,Melbourne City Council,-37.7867,144.9249,Northern Metropolitan,3593
4369,Flemington,65 Victoria St,3,h,850000,VB,Jellis,24/09/2016,4.4,3031,4,2,0,162,,1905,Melbourne City Council,-37.7866,144.9343,Northern Metropolitan,3593
4370,Flemington,8/300 Racecourse Rd,1,u,395000,SP,Nelson,25/02/2017,4.4,3031,1,1,1,818,50,1880,Melbourne City Council,-37.788,144.9306,Northern Metropolitan,3593
4371,Flemington,130/200 Smithfield Rd,2,u,452000,S,Brad,25/02/2017,4.4,3031,,,,,,,Melbourne City Council,,,Northern Metropolitan,3593
4372,Flemington,5/69 Edinburgh St,2,u,350000,VB,Jellis,26/07/2016,4.4,3031,2,1,1,0,,1970,Melbourne City Council,-37.7857,144.9244,Northern Metropolitan,3593
4373,Flemington,4 Farnham St,3,h,1115000,S,Nelson,27/11/2016,4.4,3031,3,1,1,244,84,1940,Melbourne City Council,-37.7823,144.9278,Northern Metropolitan,3593
4374,Flemington,5/121 Wellington St,2,u,420500,S,Jellis,28/05/2016,4.4,3031,2,1,1,0,52,1970,Melbourne City Council,-37.783,144.932,Northern Metropolitan,3593
4377,Footscray,4/33 Ballarat Rd,3,t,585000,S,Nelson,3/9/2016,6.4,3011,3,1,1,259,,,Maribyrnong City Council,-37.7955,144.9063,Western Metropolitan,7570
4378,Footscray,202/51 Gordon St,1,u,85000,PI,Burnham,3/9/2016,6.4,3011,1,1,0,0,,2007,Maribyrnong City Council,-37.7911,144.89,Western Metropolitan,7570
4379,Footscray,4 Adelaide St,4,h,1225000,SP,Nelson,3/12/2016,6.4,3011,4,2,1,319,130,1915,Maribyrnong City Council,-37.7943,144.8875,Western Metropolitan,7570
4380,Footscray,11/44 Everard St,2,u,431000,SP,Jas,3/12/2016,6.4,3011,2,1,1,0,,,Maribyrnong City Council,-37.7963,144.8853,Western Metropolitan,7570
4381,Footscray,9 Lynch St,3,h,1003000,S,Naison,3/12/2016,6.4,3011,3,1,1,292,98,1900,Maribyrnong City Council,-37.797,144.9051,Western Metropolitan,7570
4382,Footscray,25 Southampton St,3,h,840000,S,Sweeney,3/12/2016,6.4,3011,3,1,0,164,93,1900,Maribyrnong City Council,-37.7959,144.8863,Western Metropolitan,7570
4383,Footscray,37 Stirling St,3,h,1362000,S,Village,3/12/2016,6.4,3011,3,2,0,497,156,1890,Maribyrnong City Council,-37.7958,144.9024,Western Metropolitan,7570
4384,Footscray,58 Wolverhampton St,4,h,977000,S,Village,3/12/2016,6.4,3011,4,2,1,154,161,2007,Maribyrnong City Council,-37.7983,144.8911,Western Metropolitan,7570
4385,Footscray,2/3 Eldridge St,1,u,216000,S,Sweeney,4/2/2016,6.4,3011,1,1,1,0,50,1970,Maribyrnong City Council,-37.7907,144.8924,Western Metropolitan,7570
4386,Footscray,8 Buckingham St,3,h,876000,S,Jas,4/3/2017,6.4,3011,3,2,2,204,106,1990,Maribyrnong City Council,-37.8012,144.8921,Western Metropolitan,7570
4387,Footscray,1/3 Eldridge St,1,u,227000,S,Sweeney,4/3/2017,6.4,3011,1,1,1,0,52,1970,Maribyrnong City Council,-37.7907,144.8924,Western Metropolitan,7570
4388,Footscray,1/15 Geelong Rd,4,t,841000,S,Jellis,4/3/2017,6.4,3011,4,2,2,250,160,2000,Maribyrnong City Council,-37.7959,144.8989,Western Metropolitan,7570
4389,Footscray,9/55 Moreland St,2,u,605000,SP,Jas,4/3/2017,6.4,3011,2,1,3,2794,87,2000,Maribyrnong City Council,-37.8044,144.9064,Western Metropolitan,7570
4390,Footscray,1/30 Pickett St,2,u,305000,PI,Burnham,4/3/2017,6.4,3011,2,1,1,47,35,2013,Maribyrnong City Council,-37.8014,144.8959,Western Metropolitan,7570
4392,Footscray,5/28 Eleanor St,2,t,480000,PI,Jas,6/8/2016,6.4,3011,2,1,1,556,75,2010,Maribyrnong City Council,-37.7919,144.8854,Western Metropolitan,7570
4393,Footscray,1/38 Lynch St,1,u,357000,S,Village,6/8/2016,6.4,3011,1,1,0,0,,1980,Maribyrnong City Council,-37.7964,144.9027,Western Metropolitan,7570
4394,Footscray,8 McCubbin St,3,h,910000,S,Village,6/8/2016,6.4,3011,3,1,1,361,118,1940,Maribyrnong City Council,-37.7913,144.8879,Western Metropolitan,7570
4395,Footscray,6/114 Commercial Rd,1,u,291000,PI,Sweeney,7/5/2016,6.4,3011,1,1,1,665,46,1970,Maribyrnong City Council,-37.7978,144.8918,Western Metropolitan,7570
4396,Footscray,3/8 Eleanor St,2,h,375000,S,Sweeney,7/5/2016,6.4,3011,2,1,1,0,,1968,Maribyrnong City Council,-37.7906,144.8856,Western Metropolitan,7570
4397,Footscray,2 Jerrold St,2,h,736000,S,hockingstuart,7/5/2016,6.4,3011,,,,,,,Maribyrnong City Council,-37.7923,144.8913,Western Metropolitan,7570
4398,Footscray,8 Jerrold St,2,h,752000,SP,Jas,7/5/2016,6.4,3011,2,1,0,215,98,1910,Maribyrnong City Council,-37.7922,144.891,Western Metropolitan,7570
4400,Footscray,32 Commercial Rd,3,h,1155000,S,Burnham,7/11/2016,6.4,3011,3,1,3,585,120,1950,Maribyrnong City Council,-37.7941,144.8924,Western Metropolitan,7570
4401,Footscray,11 Commercial Rd,3,h,930000,PI,Sweeney,8/10/2016,6.4,3011,3,1,3,413,,,Maribyrnong City Council,-37.7931,144.893,Western Metropolitan,7570
4402,Footscray,105/64 Cross St,2,u,490000,S,Sweeney,8/10/2016,6.4,3011,2,1,1,0,,,Maribyrnong City Council,-37.8006,144.881,Western Metropolitan,7570
4403,Footscray,1/13 Essex St,3,h,853000,S,Village,8/10/2016,6.4,3011,3,1,1,0,141,2010,Maribyrnong City Council,-37.7962,144.8851,Western Metropolitan,7570
4404,Footscray,13 Lynch St,4,h,1290000,S,Sweeney/Advantage,8/10/2016,6.4,3011,3,1,2,411,,,Maribyrnong City Council,-37.7969,144.9049,Western Metropolitan,7570
4405,Footscray,6/11 Nicholson St,3,u,480000,S,Nelson,8/10/2016,6.4,3011,3,1,1,0,90,1985,Maribyrnong City Council,-37.7949,144.9007,Western Metropolitan,7570
4406,Footscray,3 Park St,4,h,775000,S,Sweeney,8/10/2016,6.4,3011,2,1,2,277,87,1890,Maribyrnong City Council,-37.7901,144.8883,Western Metropolitan,7570
4409,Footscray,39 Dudley St,2,h,900000,SP,Village,10/12/2016,6.4,3011,2,1,0,210,,1900,Maribyrnong City Council,-37.7969,144.883,Western Metropolitan,7570
4410,Footscray,8/19 Empire St,2,u,281000,S,Sweeney,10/12/2016,6.4,3011,2,1,1,0,65,1980,Maribyrnong City Council,-37.7891,144.8912,Western Metropolitan,7570
4411,Footscray,1 Stanlake St,4,h,1300000,S,hockingstuart,10/12/2016,6.4,3011,4,2,3,0,190,1950,Maribyrnong City Council,-37.7923,144.8848,Western Metropolitan,7570
4412,Footscray,2/10 Swan St,3,t,714000,S,Jas,10/12/2016,6.4,3011,3,2,2,164,3,2008,Maribyrnong City Council,-37.7948,144.8868,Western Metropolitan,7570
4413,Footscray,84 Victoria St,3,h,775000,SP,Jas,10/12/2016,6.4,3011,3,2,1,197,,,Maribyrnong City Council,-37.8021,144.8924,Western Metropolitan,7570
4414,Footscray,211A Ballarat Rd,2,h,950000,PI,Burnham,11/2/2017,6.4,3011,2,1,2,657,92,1940,Maribyrnong City Council,-37.7909,144.8884,Western Metropolitan,7570
4415,Footscray,13/2 Saltriver Pl,3,u,674000,S,Jellis,11/2/2017,6.4,3011,3,2,1,8680,,,Maribyrnong City Council,-37.8016,144.9082,Western Metropolitan,7570
4416,Footscray,11 Dawson Av,3,h,840000,SP,Biggin,12/6/2016,6.4,3011,,,,,,,Maribyrnong City Council,,,Western Metropolitan,7570
4417,Footscray,120 MacPherson St,3,h,760000,S,Biggin,12/6/2016,6.4,3011,3,1,1,265,115,1910,Maribyrnong City Council,-37.7975,144.8894,Western Metropolitan,7570
4418,Footscray,3/53 Whitehall St,2,u,420000,VB,Village,12/6/2016,6.4,3011,2,1,1,0,75,2010,Maribyrnong City Council,-37.8042,144.9049,Western Metropolitan,7570
4419,Footscray,2/58 Everard St,2,t,560000,S,Sweeney,12/11/2016,6.4,3011,2,1,1,111,,,Maribyrnong City Council,-37.7969,144.8852,Western Metropolitan,7570
4420,Footscray,2/15 Geelong Rd,2,h,575000,S,Burnham,12/11/2016,6.4,3011,2,1,1,162,,2000,Maribyrnong City Council,-37.796,144.899,Western Metropolitan,7570
4421,Footscray,6 John St,4,h,1100000,SP,Biggin,13/08/2016,6.4,3011,3,1,2,633,,,Maribyrnong City Council,-37.802,144.889,Western Metropolitan,7570
4422,Footscray,36 Windsor St,3,h,932000,S,Jas,13/08/2016,6.4,3011,2,1,1,451,130,1910,Maribyrnong City Council,-37.8023,144.8915,Western Metropolitan,7570
4423,Footscray,95 Gordon St,3,h,780000,S,Jas,14/05/2016,6.4,3011,3,1,2,323,129,1900,Maribyrnong City Council,-37.7935,144.8893,Western Metropolitan,7570
4424,Footscray,4/5 Empire St,2,u,295000,SP,Gunn&Co,15/10/2016,6.4,3011,2,1,1,0,69,1960,Maribyrnong City Council,-37.7903,144.891,Western Metropolitan,7570
4425,Footscray,3/23 Pickett St,2,u,433000,SP,Jas,15/10/2016,6.4,3011,2,1,1,0,66,2012,Maribyrnong City Council,-37.8017,144.8957,Western Metropolitan,7570
4426,Footscray,9/6 Rosamond Rd,2,t,410000,SP,Rendina,15/10/2016,6.4,3011,2,2,1,65,80,2014,Maribyrnong City Council,-37.7881,144.8838,Western Metropolitan,7570
